region,timestamp,n_infections_in_communal,n_infections_in_distribution_center,n_infections_in_e_voucher,n_infections_in_play_group,n_infections_in_pump_latrine,n_infections_in_religious,n_infections_in_shelter,infected,infected_0_12,infected_12_25,infected_25_65,infected_65_101,deaths,deaths_0_12,deaths_12_25,deaths_25_65,deaths_65_101,hospital_admissions,hospital_admissions_0_12,hospital_admissions_12_25,hospital_admissions_25_65,hospital_admissions_65_101,icu_admissions,currently_in_hospital,currently_in_hospital_0_12,currently_in_hospital_12_25,currently_in_hospital_25_65,currently_in_hospital_65_101,currently_infected,currently_infected_0_12,currently_infected_12_25,currently_infected_25_65,currently_infected_65_101,recovered,recovered_0_12,recovered_12_25,recovered_25_65,recovered_65_101,currently_susceptible_0_12,currently_susceptible_12_25,currently_susceptible_25_65,currently_susceptible_65_101,currently_susceptible,currently_dead,currently_recovered
CXB-201,2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-24,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,14083,7952,15753,108,37896,0,0
CXB-201,2020-05-25,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,14083,7951,15752,108,37894,0,0
CXB-201,2020-05-26,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,3,0,0,0,0,0,0,14083,7951,15751,108,37893,0,0
CXB-201,2020-05-27,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,3,0,0,0,0,0,0,14082,7951,15751,108,37892,0,0
CXB-201,2020-05-28,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,5,0,0,0,0,0,0,14082,7951,15749,108,37890,0,0
CXB-201,2020-05-29,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,7,0,0,0,0,0,0,14082,7951,15747,108,37888,0,0
CXB-201,2020-05-30,0,0,0,1,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,7,0,0,0,0,0,0,14080,7950,15747,108,37885,0,0
CXB-201,2020-05-31,0,0,0,0,1,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,9,0,0,0,0,0,0,14080,7949,15745,108,37882,0,0
CXB-201,2020-06-01,0,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,3,10,0,0,0,0,0,0,14078,7949,15744,108,37879,0,0
CXB-201,2020-06-02,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,4,10,0,0,0,0,0,0,14077,7948,15744,108,37877,0,0
CXB-201,2020-06-03,0,0,0,1,1,0,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,8,10,0,0,0,0,0,0,14075,7944,15744,108,37871,0,0
CXB-201,2020-06-04,2,0,0,1,0,0,3,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,9,10,0,0,0,0,0,0,14070,7943,15744,108,37865,0,0
CXB-201,2020-06-05,1,0,0,2,0,0,4,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,11,12,0,0,0,0,0,0,14067,7941,15742,108,37858,0,0
CXB-201,2020-06-06,3,0,0,0,1,0,6,10,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,13,17,0,0,0,0,0,0,14064,7939,15737,108,37848,0,0
CXB-201,2020-06-07,1,0,0,0,0,0,9,10,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,23,13,24,0,0,0,0,0,0,14061,7939,15730,108,37838,0,0
CXB-201,2020-06-08,2,0,0,0,0,1,11,14,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,28,16,30,0,0,0,0,0,0,14056,7936,15724,108,37824,0,0
CXB-201,2020-06-09,1,0,0,2,0,0,12,15,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,33,19,37,0,0,0,0,0,0,14051,7933,15717,108,37809,0,0
CXB-201,2020-06-10,3,0,0,1,1,0,10,15,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,40,24,39,0,1,0,0,1,0,14044,7928,15714,108,37794,0,1
CXB-201,2020-06-11,1,0,0,2,2,0,14,19,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,48,27,47,0,0,0,0,0,0,14036,7925,15706,108,37775,0,1
CXB-201,2020-06-12,6,0,0,2,3,1,28,40,12,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,60,39,63,0,0,0,0,0,0,14024,7913,15690,108,37735,0,1
CXB-201,2020-06-13,0,0,0,2,2,1,30,35,17,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,76,45,75,0,1,1,0,0,0,14007,7907,15678,108,37700,0,2
CXB-201,2020-06-14,4,0,0,1,4,0,28,37,14,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,90,51,92,0,1,0,1,0,0,13993,7901,15661,108,37663,0,3
CXB-201,2020-06-15,2,0,0,4,7,1,30,44,15,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,105,62,110,0,0,0,0,0,0,13978,7890,15643,108,37619,0,3
CXB-201,2020-06-16,4,0,0,3,4,0,31,42,15,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,120,67,131,0,1,0,0,1,0,13963,7885,15621,108,37577,0,4
CXB-201,2020-06-17,8,0,0,2,4,0,50,64,23,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,143,77,162,0,1,0,0,1,0,13940,7875,15590,108,37513,0,5
CXB-201,2020-06-18,7,0,1,5,10,1,49,73,25,16,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,167,92,193,1,2,1,1,0,0,13915,7859,15559,107,37440,0,7
CXB-201,2020-06-19,9,0,1,5,13,0,50,78,32,19,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,198,111,218,2,3,2,0,1,0,13883,7840,15533,106,37362,0,10
CXB-201,2020-06-20,13,0,0,9,8,0,76,106,45,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,242,126,261,2,4,1,2,1,0,13838,7823,15489,106,37256,0,14
CXB-201,2020-06-21,13,0,1,14,14,1,97,140,51,27,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,292,153,317,3,6,1,0,5,0,13787,7796,15428,105,37116,0,20
CXB-201,2020-06-22,6,0,0,7,12,0,117,142,42,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,332,188,381,3,3,2,0,1,0,13745,7761,15363,105,36974,0,23
CXB-201,2020-06-23,11,0,0,12,18,4,124,169,60,36,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,390,223,453,4,3,2,1,0,0,13685,7725,15291,104,36805,0,26
CXB-201,2020-06-24,10,0,0,12,14,0,156,192,89,34,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,478,256,521,4,3,1,1,1,0,13596,7691,15222,104,36613,0,29
CXB-201,2020-06-25,17,0,1,17,14,1,173,223,92,48,83,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1478,568,303,603,4,4,2,1,1,0,13504,7643,15139,104,36390,0,33
CXB-201,2020-06-26,24,1,1,21,24,1,186,258,99,56,103,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,3,0,1726,662,357,703,4,10,5,2,3,0,13405,7587,15036,104,36132,0,43
CXB-201,2020-06-27,20,0,0,28,24,2,233,307,122,52,133,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2027,783,408,832,4,6,1,1,4,0,13283,7535,14903,104,35825,0,49
CXB-201,2020-06-28,24,0,1,27,29,1,231,313,116,63,134,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,4,0,2332,898,467,963,4,8,1,4,3,0,13167,7472,14769,104,35512,0,57
CXB-201,2020-06-29,22,1,2,36,35,0,284,380,170,75,135,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,6,0,2703,1067,541,1091,4,9,1,1,7,0,12997,7397,14634,104,35132,0,66
CXB-201,2020-06-30,22,0,0,40,45,1,340,448,169,95,181,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3143,1232,634,1270,7,8,4,2,2,0,12828,7302,14453,101,34684,0,74
CXB-201,2020-07-01,28,0,2,42,50,3,384,509,197,97,215,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3636,1426,725,1478,7,16,3,6,7,0,12631,7205,14238,101,34175,0,90
CXB-201,2020-07-02,25,0,0,34,48,2,426,535,193,120,221,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,4162,1617,843,1694,8,9,2,2,5,0,12438,7085,14017,100,33640,0,99
CXB-201,2020-07-03,28,0,0,42,46,7,511,634,227,131,274,2,0,0,0,0,0,3,0,0,3,0,0,8,0,0,8,0,4763,1834,965,1954,10,33,10,9,14,0,12211,6954,13743,98,33006,0,132
CXB-201,2020-07-04,38,0,1,48,78,2,530,697,271,137,288,1,0,0,0,0,0,1,0,0,1,0,0,7,0,0,7,0,5431,2094,1099,2227,11,29,11,3,15,0,11940,6817,13455,97,32309,0,161
CXB-201,2020-07-05,53,0,1,36,64,2,582,738,269,163,303,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6146,2355,1260,2517,14,23,8,2,13,0,11671,6654,13152,94,31571,0,184
CXB-201,2020-07-06,48,1,2,69,70,6,665,861,326,175,356,4,0,0,0,0,0,1,0,0,1,0,0,5,0,0,5,0,6977,2671,1430,2860,16,30,10,5,13,2,11345,6479,12796,90,30710,0,214
CXB-201,2020-07-07,48,2,1,72,72,6,650,851,328,164,358,1,0,0,0,0,0,7,1,0,6,0,0,12,1,0,11,0,7775,2978,1583,3197,17,53,21,11,21,0,11017,6315,12438,89,29859,0,267
CXB-201,2020-07-08,54,0,0,54,71,9,724,912,324,214,374,0,1,0,0,1,0,3,0,0,3,0,0,14,1,0,13,0,8639,3284,1785,3553,17,47,18,12,17,0,10693,6101,12064,89,28947,1,314
CXB-201,2020-07-09,55,0,2,65,111,9,737,979,354,206,417,2,0,0,0,0,0,4,0,0,4,0,0,16,1,0,15,0,9559,3615,1980,3945,19,59,23,11,25,0,10339,5895,11647,87,27968,1,373
CXB-201,2020-07-10,70,0,3,77,101,3,829,1083,416,227,434,6,0,0,0,0,0,2,0,0,2,0,0,17,1,0,16,0,10584,4004,2193,4362,25,58,27,14,17,0,9923,5668,11213,81,26885,1,431
CXB-201,2020-07-11,59,0,1,78,100,4,827,1069,384,233,446,6,1,0,0,1,0,3,0,1,2,0,0,19,1,1,17,0,11573,4359,2411,4772,31,79,29,15,35,0,9539,5435,10767,75,25816,2,510
CXB-201,2020-07-12,59,1,2,80,100,8,855,1105,408,250,442,5,0,0,0,0,0,2,0,1,1,0,0,19,1,2,16,0,12573,4735,2637,5165,36,105,32,24,49,0,9131,5185,10325,70,24711,2,615
CXB-201,2020-07-13,58,2,2,72,121,4,921,1180,436,270,471,3,0,0,0,0,0,6,0,0,6,0,0,24,1,2,21,0,13638,5123,2884,5592,39,115,48,23,44,0,8695,4915,9854,67,23531,2,730
CXB-201,2020-07-14,64,0,3,91,109,4,950,1221,476,257,487,1,0,0,0,0,0,11,0,1,10,0,0,32,1,3,28,0,14718,5551,3112,6016,39,141,48,29,63,1,8219,4658,9367,66,22310,2,871
CXB-201,2020-07-15,80,0,4,107,90,4,1039,1324,499,290,533,2,0,0,0,0,0,6,0,1,5,0,0,36,1,4,31,0,15882,5984,3369,6488,41,160,66,33,61,0,7720,4368,8834,64,20986,2,1031
CXB-201,2020-07-16,73,0,0,92,117,12,1047,1341,497,291,549,4,0,0,0,0,0,6,0,0,6,0,0,40,1,4,35,0,17047,6401,3626,6975,45,176,80,34,62,0,7223,4077,8285,60,19645,2,1207
CXB-201,2020-07-17,68,0,2,85,108,11,1045,1319,463,292,559,5,1,0,0,1,0,9,2,0,7,0,0,43,2,3,38,0,18165,6789,3877,7449,50,200,75,41,84,0,6760,3785,7726,55,18326,3,1407
CXB-201,2020-07-18,65,2,2,81,103,4,1050,1307,471,289,544,3,2,0,0,2,0,8,1,0,6,1,0,47,3,2,41,1,19233,7158,4119,7904,52,237,102,47,87,1,6289,3496,7182,52,17019,5,1644
CXB-201,2020-07-19,46,1,1,90,101,5,1058,1302,513,269,518,2,1,0,1,0,0,13,0,0,12,1,0,58,2,1,53,2,20287,7585,4325,8323,54,247,86,62,99,0,5776,3227,6664,50,15717,6,1891
CXB-201,2020-07-20,63,0,1,88,109,6,1012,1279,470,270,536,3,2,0,0,2,0,7,3,0,4,0,0,61,4,1,54,2,21253,7947,4524,8725,57,311,108,71,132,0,5306,2957,6128,47,14438,8,2202
CXB-201,2020-07-21,57,1,0,65,100,10,1020,1253,465,269,514,5,0,0,0,0,0,6,0,0,6,0,0,62,4,1,55,2,22167,8268,4735,9102,62,339,144,58,137,0,4841,2688,5614,42,13185,8,2541
CXB-201,2020-07-22,48,0,2,71,109,5,930,1165,435,260,466,4,0,0,0,0,0,8,0,0,8,0,0,69,4,1,62,2,22925,8543,4922,9396,64,407,160,73,172,2,4406,2428,5148,38,12020,8,2948
CXB-201,2020-07-23,50,2,4,57,101,3,928,1145,431,216,495,3,0,0,0,0,0,9,0,0,7,2,0,73,2,1,66,4,23631,8806,5062,9697,66,439,168,76,194,1,3975,2212,4653,35,10875,8,3387
CXB-201,2020-07-24,39,0,0,69,85,3,898,1094,413,245,433,3,1,0,0,0,1,11,0,1,8,2,0,75,1,2,66,6,24246,9053,5202,9924,67,478,166,105,206,1,3562,1967,4220,32,9781,9,3865
CXB-201,2020-07-25,41,0,3,52,72,5,852,1025,368,189,466,2,1,0,0,1,0,13,2,1,10,0,0,79,3,2,69,5,24777,9238,5276,10195,68,493,183,115,194,1,3194,1778,3754,30,8756,10,4358
CXB-201,2020-07-26,31,0,3,42,77,4,740,897,330,182,385,0,0,0,0,0,0,13,2,0,10,1,0,88,5,2,75,6,25090,9330,5331,10362,67,584,238,127,218,1,2864,1596,3369,30,7859,10,4942
CXB-201,2020-07-27,37,0,0,51,46,2,650,786,298,170,317,1,1,0,0,1,0,14,2,1,11,0,0,94,7,3,78,6,25247,9371,5366,10445,65,628,257,135,233,3,2566,1426,3052,29,7073,11,5570
CXB-201,2020-07-28,21,0,0,29,53,6,585,694,242,143,307,2,1,0,0,1,0,14,0,0,14,0,0,98,7,3,83,5,25201,9331,5359,10446,65,739,282,150,305,2,2324,1283,2745,27,6379,12,6309
CXB-201,2020-07-29,21,0,0,34,46,3,545,649,261,124,261,3,2,0,0,2,0,10,0,0,10,0,0,101,7,3,86,5,25077,9289,5305,10416,67,771,303,178,289,1,2063,1159,2484,24,5730,14,7080
CXB-201,2020-07-30,18,0,0,26,44,0,473,561,195,119,245,2,0,0,0,0,0,12,0,0,12,0,0,102,7,3,88,4,24751,9143,5231,10308,69,887,341,193,353,0,1868,1040,2239,22,5169,14,7967
CXB-201,2020-07-31,20,0,0,31,32,3,421,507,173,111,219,4,0,0,0,0,0,9,1,0,8,0,0,101,8,3,86,4,24364,9002,5150,10141,71,894,314,192,386,2,1695,929,2020,18,4662,14,8861
CXB-201,2020-08-01,12,0,0,24,34,1,390,461,181,97,182,1,3,0,0,2,1,8,1,0,5,2,0,94,8,1,80,5,23843,8824,5039,9912,68,979,359,208,409,3,1514,832,1838,17,4201,17,9840
CXB-201,2020-08-02,15,0,0,13,25,0,322,375,133,76,161,5,3,0,0,3,0,13,2,0,11,0,0,98,9,1,83,5,23240,8578,4901,9693,68,975,379,214,377,5,1381,756,1677,12,3826,20,10815
CXB-201,2020-08-03,7,0,0,15,19,1,334,376,133,104,139,0,1,0,0,0,1,8,1,0,7,0,0,99,9,1,85,4,22570,8340,4762,9404,64,1045,371,243,428,3,1248,652,1538,12,3450,21,11860
CXB-201,2020-08-04,11,0,0,12,21,1,228,273,108,57,107,1,2,0,0,2,0,3,0,0,3,0,0,88,7,0,77,4,21768,8054,4577,9074,63,1073,394,242,435,2,1140,595,1431,11,3177,23,12933
CXB-201,2020-08-05,8,0,0,13,6,0,226,253,91,51,111,0,0,0,0,0,0,13,0,0,13,0,0,92,6,0,82,4,20924,7704,4412,8750,58,1097,441,216,435,5,1049,544,1320,11,2924,23,14030
CXB-201,2020-08-06,8,0,0,14,12,0,194,228,85,49,93,1,1,0,0,1,0,4,0,0,4,0,0,86,5,0,77,4,19997,7369,4205,8366,57,1154,420,256,476,2,964,495,1227,10,2696,24,15184
CXB-201,2020-08-07,4,0,0,4,12,0,165,185,68,35,82,0,0,0,0,0,0,11,0,0,10,1,0,89,4,0,80,5,19048,6995,3982,8018,53,1134,442,258,430,4,896,460,1145,10,2511,24,16318
CXB-201,2020-08-08,5,0,0,3,12,0,136,156,55,25,75,1,1,0,0,1,0,9,0,0,8,1,0,74,4,0,65,5,17934,6603,3745,7536,50,1269,447,262,556,4,841,435,1070,9,2355,25,17587
CXB-201,2020-08-09,1,0,0,3,5,1,129,139,56,21,62,0,2,0,0,1,1,7,1,0,6,0,0,76,4,0,67,5,16768,6181,3491,7048,48,1303,478,275,549,1,785,414,1008,9,2216,27,18890
CXB-201,2020-08-10,1,0,0,3,4,0,103,111,46,16,49,0,2,0,0,2,0,5,0,0,5,0,0,73,4,0,65,4,15692,5784,3257,6603,48,1185,443,250,492,0,739,398,959,9,2105,29,20075
CXB-201,2020-08-11,0,0,0,1,3,0,105,109,34,31,42,2,1,0,0,1,0,7,1,0,6,0,0,69,3,0,62,4,14590,5357,3041,6144,48,1210,461,247,500,2,705,367,917,7,1996,30,21285
CXB-201,2020-08-12,3,0,0,2,5,0,69,79,30,15,33,1,0,0,0,0,0,6,0,1,5,0,0,67,2,0,61,4,13487,4938,2820,5682,47,1182,449,236,495,2,675,352,884,6,1917,30,22467
CXB-201,2020-08-13,0,0,0,2,1,0,55,58,21,11,26,0,0,0,0,0,0,3,0,0,3,0,0,65,2,0,59,4,12324,4497,2574,5211,42,1221,462,257,497,5,654,341,858,6,1859,30,23688
CXB-201,2020-08-14,2,0,0,2,3,1,55,63,18,15,30,0,0,0,0,0,0,8,0,0,7,1,0,69,2,0,62,5,11207,4094,2329,4743,41,1180,421,260,498,1,636,326,828,6,1796,30,24868
CXB-201,2020-08-15,2,0,0,1,4,0,39,46,15,11,20,0,2,0,0,2,0,5,1,0,4,0,0,67,3,0,59,5,10190,3747,2107,4299,37,1061,362,233,462,4,621,315,808,6,1750,32,25929
CXB-201,2020-08-16,0,0,0,3,1,0,25,29,5,5,19,0,0,0,0,0,0,4,1,0,3,0,0,65,2,0,60,3,9151,3349,1899,3869,34,1068,403,213,449,3,616,310,789,6,1721,32,26997
CXB-201,2020-08-17,0,0,0,1,0,0,27,28,13,5,10,0,1,0,0,1,0,1,0,0,1,0,0,56,2,0,52,2,8186,2996,1675,3483,32,992,366,229,395,2,603,305,779,6,1693,33,27989
CXB-201,2020-08-18,0,0,0,1,0,0,27,28,11,3,14,0,1,0,0,1,0,1,0,0,1,0,0,48,1,0,45,2,7261,2652,1457,3123,29,952,355,221,373,3,592,302,765,6,1665,34,28941
CXB-201,2020-08-19,0,0,0,0,1,0,14,15,2,4,8,1,0,0,0,0,0,2,0,0,2,0,0,45,1,0,42,2,6435,2329,1296,2782,28,841,325,165,349,2,590,298,757,5,1650,34,29782
CXB-201,2020-08-20,1,0,0,0,2,0,16,19,8,5,6,0,1,0,0,0,1,2,0,0,2,0,0,42,0,0,41,1,5719,2073,1160,2459,27,734,264,141,329,0,582,293,751,5,1631,35,30516
CXB-201,2020-08-21,0,0,0,1,0,0,20,21,9,4,8,0,0,0,0,0,0,4,0,0,4,0,0,41,0,0,40,1,5049,1830,1012,2184,23,691,252,152,283,4,573,289,743,5,1610,35,31207
CXB-201,2020-08-22,0,0,0,0,0,0,12,12,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,36,1,4396,1596,875,1902,23,665,241,137,287,0,566,289,738,5,1598,35,31872
CXB-201,2020-08-23,0,0,0,0,2,0,10,12,3,2,7,0,0,0,0,0,0,3,0,0,3,0,0,38,0,0,37,1,3844,1386,753,1684,21,564,213,124,225,2,563,287,731,5,1586,35,32436
CXB-201,2020-08-24,1,0,0,0,0,0,6,7,0,3,4,0,2,0,0,1,1,1,1,0,0,0,0,34,1,0,33,0,3340,1195,650,1479,16,509,191,106,208,4,563,284,727,5,1579,37,32945
